"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.440255946484892","10159.3418685198","0.326788817971675","0.742270083075162","19544","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.442567545853559","3765.77923434973","0.538453569335957","1.21665850643763","8473","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.436168337546502","7496.96843779087","0.378256173564751","0.867225199546777","16297","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.396869570292337","6943.63029700518","0.369879384662264","0.93199230263436","15624","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.391217611924705","8854.00436389446","0.324399048595932","0.829203590809627","17252","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.418670397836526","11740.5459974408","0.294604466666579","0.703666818072029","23375","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.435479946125679","28409.1908619702","0.194123635203312","0.445769402082383","54675","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.458908585192477","410.052138954401","1.66702442580098","3.63258496264956","829","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.383576692097323","3694.42033916712","0.495471390051607","1.29171401771694","6697","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.421725332134425","303.160620629787","1.84187595814372","4.36747763958515","598","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.405542698566409","356.850509166718","1.65521250667544","4.08147529847438","702","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.386031607235106","449.969979703426","1.42594935779251","3.6938668520064","984","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.411628051910553","464.624150693417","1.46480580664292","3.55856652588201","969","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.338245500318604","114.557517111301","2.57080232054166","7.60040360661159","297","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.414899674870727","561.153835892677","1.3397300425102","3.22904577577128","1113","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.41235273184473","159.13500893116","2.5057882617527","6.07680771397496","384","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.423549118282008","703.54886174202","1.21237732033015","2.86242437535409","1576","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.370817080246873","528.077803611755","1.27996836362973","3.45175136694778","1270","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.390606014068374","507.671178460121","1.35330832528576","3.46463770793061","991","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.397259853259821","851.68764513731","1.056816448151","2.6602649109368","1788","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.426678576344759","2095.5155313015","0.705755840178228","1.65406907987799","4056","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.436358025001143","11653.278788209","0.30347335306007","0.695468710720457","24983","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.445207305893605","76931.7802625299","0.119556930918825","0.268542158531866","118964","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.406003050904969","12163.907722652","0.283716664755014","0.698804267905421","25049","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.402199077597173","10155.5852956772","0.30857936542649","0.767230415519628","19867","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.408931224939214","13472.2009949684","0.270863200154807","0.662368593141963","28110","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.430681594745347","21506.4363517761","0.221589765571877","0.514509485140405","42674","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.402586504443386","9630.17566263676","0.317087865351567","0.787626663715345","21043","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.461629117909969","25961.4852096438","0.210217665658873","0.455382161789612","47762","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.421848183747473","9178.01227998734","0.334813386442268","0.793682180797759","21666","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.413942899838124","18329.2110216618","0.234066099497493","0.565455041236428","42033","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.400874095206103","18020.6716727018","0.231143430523794","0.576598571192172","40256","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.422023805803641","24317.4206011295","0.205746839102434","0.48752424927935","44292","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.412136125409244","28999.1017290354","0.185561039826726","0.450242112706007","58671","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.463806095846728","69331.8573988378","0.128982553615842","0.278095856804924","125461","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.415531567941159","690.867159336805","1.20861304650817","2.9085950136027","1551","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.47038880400601","9763.11459749937","0.346450634906556","0.736519729968169","14395","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.417328552142387","659.077750325203","1.24085673405923","2.97333294760015","1321","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.407556516373571","877.917282044888","1.05872826034669","2.59774587771835","1699","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.409122961163083","1175.70510745049","0.91717711221589","2.24181285158984","2435","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.442041604106032","1117.49080920219","0.987738710983851","2.23449264007947","2173","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.367254573176343","299.126408517361","1.68909603186895","4.59925118769835","717","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.491220008004047","1511.11736863852","0.901346883080515","1.83491484140257","2523","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.421837716855915","411.252291858196","1.58167088572356","3.74947716271612","974","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.430064623592178","1961.15676194429","0.733145835963565","1.70473411609599","4324","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.407301087253052","1354.23211854696","0.852091199278192","2.092042535474","2968","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.451465329187925","1235.94730901718","0.951100625042597","2.10669693452074","2111","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.418565644656651","2178.78131949902","0.683765370930943","1.63359171890907","4343","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.463005878731642","4835.02421331406","0.487946204547058","1.05386611047734","8663","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.372298859385192","5447.52194744349","0.399639742304022","1.07343799807493","13745","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.460996769801962","48305.6142024398","0.153990795318782","0.33403877295048","72001","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.388022403617694","6945.85070747137","0.364218365565898","0.93865292872303","15044","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.388964730627914","6172.25678116083","0.38700927207241","0.9949726584404","12425","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.408242023116952","8497.22051352262","0.340683675141382","0.834513979085843","17744","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.440774557518468","14180.7703619003","0.276796163857446","0.627976726732575","27513","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.40261329757398","6318.29627668858","0.391485694473999","0.972361560914574","13810","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.480295082600505","16829.7786445618","0.266899248723338","0.555698482854002","29758","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.409221835720852","5685.48582881689","0.417145176397855","1.01936196943901","13840","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.402958600663326","12112.8942738175","0.282903740515678","0.702066515145673","28550","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.405363906369529","11908.7300707102","0.28644284867638","0.706631360551521","26348","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.444126172968775","16233.46867764","0.25988954981684","0.585170534039011","28256","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.409020994915048","18629.7801558971","0.230370975900679","0.563225308149588","37987","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.486077053952763","43840.1138383746","0.166424893542081","0.342383768558337","75734","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.496789202559595","6961.82530009747","0.422362705631826","0.850184954615956","13047","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.431966895751218","38855.7619265914","0.165161787319703","0.382348251554037","62190","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.42770009190723","5919.40153557062","0.420544813480494","0.983270336943749","11490","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.421361045717523","4870.69332647324","0.459264443926065","1.08995468041902","9160","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.4096677317108","6199.9054287672","0.399749092248764","0.975788575242148","12914","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.416080567275948","8543.72072911263","0.343977768878907","0.826709526789261","17542","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.399038462752598","3634.16825473309","0.513139660024569","1.28594034891998","8008","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.438761196188656","10764.9392947555","0.316808090909203","0.722051297291532","20747","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.441165107714435","3938.50057309866","0.525505731442336","1.19117700437564","8889","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.434989869692613","8219.5172893405","0.36064847786829","0.829096268662862","17917","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.394953565563088","7476.85059070587","0.355288410265486","0.899570079229311","16904","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.391118948337413","9389.13702249527","0.314964964695888","0.805292011636758","18300","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.417086101935694","12630.1662224531","0.283350113227869","0.679356401263056","25242","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.434472121399832","30611.1931136549","0.18674491949563","0.429820258418317","58988","1"
"year","2011","388001","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.433200117612642","12409.347247541","0.292771617998832","0.675834576436154","26792","1"
"year","2011","388002","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.447587534252609","87161.3761290312","0.112680217980695","0.251750125634868","134191","1"
"year","2011","388003","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.405323278263025","12865.252243042","0.275570588106665","0.679878513979253","26534","1"
"year","2011","388004","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.402618111796349","11042.9501076341","0.296126162317096","0.735501343930801","21585","1"
"year","2011","388005","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.40884223890838","14697.1259422898","0.259293271873621","0.634213511221202","30658","1"
"year","2011","388006","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.431154023913763","22724.491091013","0.215716172444331","0.500322762817301","45055","1"
"year","2011","388007","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.401300537516606","9952.46453142166","0.31124963893452","0.775602347459203","21818","1"
"year","2011","388008","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.463190228513581","27594.7179393172","0.204294472179345","0.441059546603443","50505","1"
"year","2011","388009","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.421717987183167","9623.98640191555","0.326899658322642","0.775161762736617","22729","1"
"year","2011","388010","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.415321984244089","20332.411563158","0.222714686364214","0.536245840127072","46467","1"
"year","2011","388011","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.401284367845357","19385.5806614161","0.22300938174762","0.555739021046444","43252","1"
"year","2011","388012","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.423113307603034","25622.6057001352","0.200766061106182","0.474497155959324","46556","1"
"year","2011","388013","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.41224174645352","31259.9463783503","0.178754598596615","0.433615955041976","63229","1"
"year","2011","388014","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.463444430457163","74451.3069520295","0.124413886777556","0.26845481054725","134722","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.436896453663051","203388.65222466","0.0726957951970428","0.166391360212569","382998","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.485420289265983","16870.3853766918","0.268090702199438","0.552285736974087","27943","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.42932022024054","146262.472766787","0.0848029832150838","0.197528509529717","277833","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.400941316118329","11200.4251205027","0.293223141399643","0.731336805691296","22254","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.43369494746091","349651.124991447","0.0551940313472108","0.127264639974127","660831","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.447775273999204","28070.8104971945","0.19860517304994","0.443537605987357","50197","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.439990786858971","221107.782280445","0.0700227486472723","0.15914594291202","412755","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.42687119120298","158015.780607849","0.0812966659473131","0.190447768841482","301338","1"
"year","2011","country","JAM","JAM-IPUMS","nucl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.434425866363206","379123.562888294","0.0530603434554353","0.122139005901351","714093","1"
"year","2011","388001","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.391354829594622","15044.1133517623","0.24892555798606","0.636061035055848","35313","1"
"year","2011","388002","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.328317196946766","79915.5114743114","0.0951831786986414","0.289912254319333","171904","1"
"year","2011","388003","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.367714395980582","16221.9106417298","0.229570604248419","0.624317695357629","36908","1"
"year","2011","388004","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.34561778707726","13069.8751294613","0.24455475364526","0.707587290901184","29833","1"
"year","2011","388005","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.363858766478538","18773.9254264832","0.211802982825866","0.582102184525377","43814","1"
"year","2011","388006","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.359850913517272","29572.0374589562","0.167425864751492","0.465264526120082","69896","1"
"year","2011","388007","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.360167762358721","13216.4434390664","0.250599728335997","0.695786115600219","32043","1"
"year","2011","388008","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.36481191550283","30972.6354215741","0.165208012243332","0.452858048826671","71982","1"
"year","2011","388009","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.366423113574319","12195.692124486","0.26410662609722","0.720769559324354","32059","1"
"year","2011","388010","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.366854191635213","24161.5474032164","0.187794548631683","0.511905146277897","61241","1"
"year","2011","388011","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.34861883948011","24698.3476033211","0.179033581782575","0.513551080743556","62775","1"
"year","2011","388012","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.344642133046709","31198.8377082348","0.1579568340783","0.458321310519781","70561","1"
"year","2011","388013","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.378417479616819","43183.3192216158","0.143569627987502","0.379394810548602","95172","1"
"year","2011","388014","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.359988519622336","82820.0521069169","0.100072507826736","0.277988053429377","192173","1"
"year","2011","388001","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.382048228913518","794.230587542057","1.0656686186383","2.78935625920551","1896","1"
"year","2011","388002","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.287656779642212","7544.33035379648","0.279517442001589","0.97170469039267","18597","1"
"year","2011","388003","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.369481209117837","866.383368492126","0.996750173230019","2.69770193620897","1974","1"
"year","2011","388004","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.344142377186499","1108.02179175615","0.837276281567328","2.4329357180955","2543","1"
"year","2011","388005","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.374934065932934","1762.35012459755","0.70610895619849","1.88328834415594","3975","1"
"year","2011","388006","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.347145152193219","1208.9174913168","0.806716780614424","2.32386013607763","2995","1"
"year","2011","388007","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.352489636302228","414.161815166473","1.39374937901584","3.95401519782792","1025","1"
"year","2011","388008","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.351178848158328","1495.45383107662","0.731483181305936","2.08293633042543","3482","1"
"year","2011","388009","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.364308200586396","517.017359972","1.27743758221426","3.50647495762675","1370","1"
"year","2011","388010","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.376420396329531","2760.75108164549","0.565725132668593","1.50290775469387","6798","1"
"year","2011","388011","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.346136284428018","1720.16322571039","0.674847925226295","1.94965958666098","4382","1"
"year","2011","388012","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.351165637406521","1327.51464080811","0.77635306819156","2.21078882867126","2972","1"
"year","2011","388013","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.384258319945758","3251.76697385311","0.528765179222809","1.3760669627074","7058","1"
"year","2011","388014","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.369018435525086","6030.52015727758","0.37746701944033","1.02289474752995","13495","1"
"year","2011","388001","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.362075986948047","14558.7396336496","0.239674764175231","0.661946035680131","36802","1"
"year","2011","388002","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.293516170700287","77030.0155879855","0.0888900504824972","0.302845496622617","185333","1"
"year","2011","388003","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.347082906337071","15240.1988453865","0.227178343268725","0.65453624802859","36523","1"
"year","2011","388004","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.339217841210811","12524.1941398978","0.246395598009547","0.726363911550341","29105","1"
"year","2011","388005","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.346654060861333","17753.7261257768","0.210292184336009","0.606634129176204","43480","1"
"year","2011","388006","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.353246254490637","28346.8975470066","0.168730764746912","0.477657618734595","68239","1"
"year","2011","388007","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.35543507773173","12397.6136642694","0.256285815467352","0.721048178764133","30445","1"
"year","2011","388008","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.341117163212532","29674.8330991268","0.160736136850466","0.471205070236587","73742","1"
"year","2011","388009","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.364614676286974","11888.5563088655","0.266555823877489","0.731061696670962","31409","1"
"year","2011","388010","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.364690708462042","22983.745052278","0.191737431052185","0.525753540200604","58606","1"
"year","2011","388011","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.344434834454156","23273.9911630154","0.182801421758924","0.530728612419875","59868","1"
"year","2011","388012","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.334180028423727","29729.4842382669","0.158148549528672","0.473243569565282","69378","1"
"year","2011","388013","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.372229410090244","41413.2102134824","0.144924469238893","0.389341801884374","92824","1"
"year","2011","388014","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.326716162816177","79770.7502685785","0.0949178463930919","0.290520816524453","203972","1"
"year","2011","388001","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.333367066591962","912.779513806105","0.900913581292853","2.70246725479804","2474","1"
"year","2011","388002","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.253303598346133","8321.89522278309","0.239939785772672","0.947241915785183","23277","1"
"year","2011","388003","JAM","JAM-IPUMS","pob18_ci_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.37495836941587","991.594196975231","0.941392070331936","2.51065757459551","2218","1"
