"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.306510509322271","23755","0.23358936063657","117.458704242503","7281.15714895054","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.257887089458272","2457","0.683014495835754","131.281309028804","633.628578798974","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.710256982569679","22188","0.253091437673364","53.0787906632661","15759.181929256","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.715742365110753","1226","1.10079829928743","53.8513085655763","877.500139625784","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.501498358361591","45943","0.195925950658065","83.7398391262929","23040.3390782066","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.410298321592386","3683","0.684270571063461","101.211294929585","1511.12871842476","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.301952759337308","26212","0.221332514440323","118.674195092193","7914.78572774952","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.710544207264108","23414","0.246663899070913","53.1192942151329","16636.6820688818","1"
"year","2010",NA,"BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.494729935852806","49626","0.188663755110679","84.9522566362265","24551.4677966313","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.306510509322271","23755","0.23358936063657","117.458704242503","7281.15714895054","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.257887089458272","2457","0.683014495835754","131.281309028804","633.628578798974","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.710256982569679","22188","0.253091437673364","53.0787906632661","15759.181929256","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.715742365110753","1226","1.10079829928743","53.8513085655763","877.500139625784","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.501498358361591","45943","0.195925950658065","83.7398391262929","23040.3390782066","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.410298321592386","3683","0.684270571063461","101.211294929585","1511.12871842476","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.301952759337308","26212","0.221332514440323","118.674195092193","7914.78572774952","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.710544207264108","23414","0.246663899070913","53.1192942151329","16636.6820688818","1"
"year","2010","country","BRB","BRB-IPUMS","ylmfem_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.494729935852806","49626","0.188663755110679","84.9522566362265","24551.4677966313","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0228427517341934","1034","0.0702215447929869","3.07412809148873","45266","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.0140040011431838","49","0.198651420000191","14.1853330322585","3499","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.0254070427868232","1342","0.0684682921935788","2.69485483879645","52820","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.0141287284144427","54","0.190904560305828","13.5118005460903","3822","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0242236404787635","2376","0.0490898087438182","2.0265248234201","98086","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0140691162409507","103","0.13764848663299","9.78373369553518","7321","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.0222085512150108","1083","0.0667312280455019","3.00475377251976","48765","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.0246460223862152","1396","0.065145625625816","2.64325109362283","56642","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0235183621581109","2479","0.0466767759505996","1.98469500710966","105407","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0228427517341934","1034","0.0702215447929869","3.07412809148873","45266","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.0140040011431838","49","0.198651420000191","14.1853330322585","3499","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.0254070427868232","1342","0.0684682921935788","2.69485483879645","52820","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.0141287284144427","54","0.190904560305828","13.5118005460903","3822","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0242236404787635","2376","0.0490898087438182","2.0265248234201","98086","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0140691162409507","103","0.13764848663299","9.78373369553518","7321","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.0222085512150108","1083","0.0667312280455019","3.00475377251976","48765","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.0246460223862152","1396","0.065145625625816","2.64325109362283","56642","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza31_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0235183621581109","2479","0.0466767759505996","1.98469500710966","105407","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0592055847656077","2680","0.110928373019456","1.87361333324579","45266","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.0308659617033438","108","0.292388211595961","9.47283659605803","3499","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.0636879969708444","3364","0.106252679777941","1.6683313156572","52820","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.0347985347985348","133","0.296444996122087","8.51889304645576","3822","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0616193952245988","6044","0.0767794002059173","1.24602651366605","98086","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0329190001365934","241","0.208530478537064","6.33465408037279","7321","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.0571721521583103","2788","0.105136703768076","1.83894955496779","48765","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.0617386391723456","3497","0.101127938066655","1.6380007629315","56642","1"
"year","2010",NA,"BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0596260210422458","6285","0.0729345805487907","1.22320053013626","105407","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0592055847656077","2680","0.110928373019456","1.87361333324579","45266","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.0308659617033438","108","0.292388211595961","9.47283659605803","3499","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.0636879969708444","3364","0.106252679777941","1.6683313156572","52820","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.0347985347985348","133","0.296444996122087","8.51889304645576","3822","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0616193952245988","6044","0.0767794002059173","1.24602651366605","98086","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0329190001365934","241","0.208530478537064","6.33465408037279","7321","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.0571721521583103","2788","0.105136703768076","1.83894955496779","48765","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.0617386391723456","3497","0.101127938066655","1.6380007629315","56642","1"
"year","2010","country","BRB","BRB-IPUMS","pobreza_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0596260210422458","6285","0.0729345805487907","1.22320053013626","105407","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.212875005522909","9636","0.192396925707566","0.903802328671513","45266","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.117462132037725","411","0.544306653454457","4.63389046335072","3499","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.220143884892086","11628","0.180285731205542","0.818944988155894","52820","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.124280481423339","475","0.533628033834712","4.29373967435004","3822","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.216789348123076","21264","0.131569356429203","0.606899543581395","98086","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.121021718344488","886","0.381184757655978","3.14972190835149","7321","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.206028914180252","10047","0.183152274361542","0.888963935427552","48765","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.21367536457046","12103","0.172230030345061","0.806035972800543","56642","1"
"year","2010",NA,"BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.210137846632577","22150","0.12548536109203","0.597157356958358","105407","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.212875005522909","9636","0.192396925707566","0.903802328671513","45266","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.117462132037725","411","0.544306653454457","4.63389046335072","3499","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.220143884892086","11628","0.180285731205542","0.818944988155894","52820","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.124280481423339","475","0.533628033834712","4.29373967435004","3822","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.216789348123076","21264","0.131569356429203","0.606899543581395","98086","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.121021718344488","886","0.381184757655978","3.14972190835149","7321","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.206028914180252","10047","0.183152274361542","0.888963935427552","48765","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.21367536457046","12103","0.172230030345061","0.806035972800543","56642","1"
"year","2010","country","BRB","BRB-IPUMS","vulnerable_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.210137846632577","22150","0.12548536109203","0.597157356958358","105407","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.634825255158397","28736","0.226303570273813","0.356481674972663","45266","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.58673906830523","2053","0.832458721038834","1.41878863366531","3499","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.612665656948126","32361","0.211960811028056","0.345964897206573","52820","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.570643642072214","2181","0.800656252017851","1.40307574287585","3822","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.622892155863222","61097","0.154751797393419","0.24844075485099","98086","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.578336292856167","4234","0.577149244244402","0.997947476880791","7321","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.631374961550292","30789","0.218465055121336","0.346014758939619","48765","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.609830161364359","34542","0.204956646842615","0.33608807800531","56642","1"
"year","2010",NA,"BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.619797546652499","65331","0.149519438479219","0.241239158313496","105407","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.634825255158397","28736","0.226303570273813","0.356481674972663","45266","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.58673906830523","2053","0.832458721038834","1.41878863366531","3499","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.612665656948126","32361","0.211960811028056","0.345964897206573","52820","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.570643642072214","2181","0.800656252017851","1.40307574287585","3822","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.622892155863222","61097","0.154751797393419","0.24844075485099","98086","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.578336292856167","4234","0.577149244244402","0.997947476880791","7321","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.631374961550292","30789","0.218465055121336","0.346014758939619","48765","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.609830161364359","34542","0.204956646842615","0.33608807800531","56642","1"
"year","2010","country","BRB","BRB-IPUMS","middle_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.619797546652499","65331","0.149519438479219","0.241239158313496","105407","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0930941545530862","4214","0.136570294876835","1.46701256950517","45266","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.264932837953701","927","0.74603539979064","2.81594160072001","3499","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.103502461188944","5467","0.13254113670381","1.28056024157587","52820","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.270277341705913","1033","0.718353800574871","2.65783952158486","3822","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0986991007891034","9681","0.09523311458664","0.964883305169421","98086","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.267722988662751","1960","0.517482096562365","1.93290123925157","7321","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.105423972111145","5141","0.139067036964597","1.31912158287854","48765","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.114755834892836","6500","0.133921293414671","1.16701075409135","56642","1"
"year","2010",NA,"BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.110438585672678","11641","0.0965414149982303","0.874163811589937","105407","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0930941545530862","4214","0.136570294876835","1.46701256950517","45266","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.264932837953701","927","0.74603539979064","2.81594160072001","3499","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.103502461188944","5467","0.13254113670381","1.28056024157587","52820","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.270277341705913","1033","0.718353800574871","2.65783952158486","3822","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0986991007891034","9681","0.09523311458664","0.964883305169421","98086","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.267722988662751","1960","0.517482096562365","1.93290123925157","7321","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.105423972111145","5141","0.139067036964597","1.31912158287854","48765","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.114755834892836","6500","0.133921293414671","1.16701075409135","56642","1"
"year","2010","country","BRB","BRB-IPUMS","rich_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.110438585672678","11641","0.0965414149982303","0.874163811589937","105407","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.929588437567161","34603","0.132603756589753","0.142647811903504","37224","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.962062256809339","3956","0.297927629881065","0.309676039957265","4112","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.953862415723917","33389","0.112127323774048","0.117550835346574","35004","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.97163730124624","2261","0.344134072529994","0.354179560715301","2327","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.941352384116963","67992","0.0874275885585499","0.0928744538534966","72228","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.965522596676503","6217","0.227373204857695","0.235492370287711","6439","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.932818850396749","38559","0.12312837509581","0.131996019423751","41336","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.95497039993571","35650","0.107327048961268","0.112387827903874","37331","1"
"year","2010",NA,"BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.943330748598523","74209","0.0824345817919884","0.0873867219047602","78667","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.929588437567161","34603","0.132603756589753","0.142647811903504","37224","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.962062256809339","3956","0.297927629881065","0.309676039957265","4112","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.953862415723917","33389","0.112127323774048","0.117550835346574","35004","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.97163730124624","2261","0.344134072529994","0.354179560715301","2327","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.941352384116963","67992","0.0874275885585499","0.0928744538534966","72228","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.965522596676503","6217","0.227373204857695","0.235492370287711","6439","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.932818850396749","38559","0.12312837509581","0.131996019423751","41336","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.95497039993571","35650","0.107327048961268","0.112387827903874","37331","1"
"year","2010","country","BRB","BRB-IPUMS","aguared_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.943330748598523","74209","0.0824345817919884","0.0873867219047602","78667","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.888539651837524","33075","0.163112440064836","0.183573619621269","37224","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.88886186770428","3655","0.490142240545311","0.551426783344","4112","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.873928693863558","30591","0.17741375502263","0.203007128920668","35004","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.847443059733562","1972","0.74537196997667","0.879554043679367","2327","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.881458714072105","63666","0.12027711713338","0.136452354731093","72228","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.873893461717658","5627","0.413703156540174","0.4734022791829","6439","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.888571705051287","36730","0.154767496722626","0.174175585203553","41336","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.872277731643942","32563","0.172753117119323","0.198048294542316","37331","1"
"year","2010",NA,"BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.880839487968271","69293","0.115509651618938","0.131135868903165","78667","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.888539651837524","33075","0.163112440064836","0.183573619621269","37224","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.88886186770428","3655","0.490142240545311","0.551426783344","4112","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.873928693863558","30591","0.17741375502263","0.203007128920668","35004","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.847443059733562","1972","0.74537196997667","0.879554043679367","2327","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.881458714072105","63666","0.12027711713338","0.136452354731093","72228","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.873893461717658","5627","0.413703156540174","0.4734022791829","6439","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.888571705051287","36730","0.154767496722626","0.174175585203553","41336","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.872277731643942","32563","0.172753117119323","0.198048294542316","37331","1"
"year","2010","country","BRB","BRB-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.880839487968271","69293","0.115509651618938","0.131135868903165","78667","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.457957231893402","17047","0.258236554348545","0.563887927440034","37224","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.662451361867704","2724","0.737426305470799","1.11317803527751","4112","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.452805393669295","15850","0.266052817255018","0.587565477299347","35004","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.571551353674259","1330","1.02583809958674","1.7948310208559","2327","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.455460486238024","32897","0.185305051117273","0.406852090831941","72228","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.629600869700264","4054","0.601808650717038","0.95585740058387","6439","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.478299787110509","19771","0.245695032812174","0.513684177650297","41336","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.460207334386971","17180","0.257961827931877","0.560533934722054","37331","1"
"year","2010",NA,"BRB","BRB-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.469714111380884","36951","0.177940802449066","0.378827883041343","78667","1"
