"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0220703562626036","394","0.109955014014897","4.98202261470544","17852","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.0258440046565774","222","0.171197562623028","6.62426604924237","8590","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.016750418760469","10","0.525239711276487","31.3568107632063","597","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.0191090706042933","154","0.152506924795568","7.98086562939926","8059","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.0132013201320132","8","0.463646140795267","35.1211951652415","606","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.0225839389753138","376","0.115145111515479","5.09853979154578","16649","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0149625935162095","18","0.350023325567333","23.3932255920834","1203","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","men","Total","Total","Total","Total","Total","0.0252530749972788","232","0.163687762780139","6.48189429595318","9187","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","women","Total","Total","Total","Total","Total","0.0186959030582804","162","0.145509298248079","7.78295104518274","8665","1"
"year","2010","country","BRB","BRB-IPUMS","tasa_no_asis_6_11_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0220703562626036","394","0.109955014014897","4.98202261470544","17852","1"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_terminacion_c_primar_PHC","Total","Total","men","Total","Total","Afro","Total","Total","0.99013949013949","4117","0.153234174959971","0.154760189332903","4158","1"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_terminacion_c_primar_PHC","Total","Total","men","Total","Total","Otro","Total","Total","0.98993288590604","295","0.578292073037102","0.584173009373073","298","1"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_terminacion_c_primar_PHC","Total","Total","women","Total","Total","Afro","Total","Total","0.990902385050406","4030","0.148881976777428","0.15024888326397","4067","1"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_terminacion_c_primar_PHC","Total","Total","women","Total","Total","Otro","Total","Total","0.971246006389776","304","0.944586077708569","0.972550797114415","313","1"
"year","2010",NA,"BRB","BRB-IPUMS","tasa_terminacion_c_primar_PHC","Total","Total","Total","Total","Total","Afro","Total","Total","0.990516717325228","8147","0.106866675591385","0.10788982530246","8225","1"
